Wall time,Step,Value
1677194670.4310107,49,0.23400598764419556
1677195441.0053115,99,0.07802446186542511
1677196131.7176878,149,0.04884341359138489
1677196819.255474,199,0.029593829065561295
1677197444.72468,249,0.030741002410650253
1677198079.3618662,299,0.023103533312678337
1677198625.708077,349,0.024175800383090973
1677199200.1609707,399,0.022206103429198265
1677199647.7619743,449,0.020514409989118576
1677200086.4170837,499,0.029618190601468086
1677200438.3362741,549,0.027256108820438385
1677200811.4181633,599,0.026825852692127228
1677201113.4669015,649,0.021878987550735474
1677201380.6600676,699,0.023266293108463287
1677201586.8304982,749,0.022742878645658493
1677201778.5279696,799,0.023020317777991295
1677201919.9964416,849,0.014278177171945572
1677202034.294422,899,0.010903120040893555
1677202106.3121047,949,0.01220592763274908
1677202841.0977871,999,0.008226601406931877
1677202859.6759925,1049,0.007621658034622669
1677202879.255917,1099,0.0072668916545808315
1677202898.5146642,1149,0.006261114962399006
1677202918.8189442,1199,0.005493899341672659
1677202938.2573547,1249,0.007442520931363106
1677202958.0242891,1299,0.006944287568330765
1677202977.6321862,1349,0.004781960044056177
1677202998.6569042,1399,0.00576273538172245
1677203017.1672742,1449,0.005768529139459133
1677203037.7291474,1499,0.005231725051999092
1677203057.292296,1549,0.005579571705311537
1677203077.2336736,1599,0.004852747544646263
1677203096.0159142,1649,0.0046927472576498985
1677203115.4645886,1699,0.00559760257601738
1677203133.9964612,1749,0.0075502702966332436
1677203153.8400998,1799,0.006768656894564629
1677203173.365933,1849,0.004753903951495886
1677203193.5466306,1899,0.0047360192984342575
1677203214.9353404,1949,0.0036788973957300186
1677203265.5749898,1999,0.003572260495275259
1677203286.0806158,2049,0.004284866154193878
1677203305.751747,2099,0.005558437202125788
1677203326.1214058,2149,0.006052716635167599
1677203345.3264465,2199,0.00501727219671011
1677203364.9610245,2249,0.003349361941218376
1677203383.5967312,2299,0.004706506617367268
1677203403.5452006,2349,0.005448862910270691
1677203423.1266642,2399,0.003961161244660616
1677203445.2142756,2449,0.0037423379253596067
1677203466.0160272,2499,0.004625395871698856
1677203486.168329,2549,0.005973069928586483
1677203504.6336794,2599,0.0040535693988204
1677203524.0803914,2649,0.0034114052541553974
1677203542.7516,2699,0.0052519189193844795
1677203563.0682693,2749,0.003676015418022871
1677203582.7410479,2799,0.0032811197452247143
1677203602.894998,2849,0.004199000541120768
1677203622.1071455,2899,0.005016425158828497
1677203641.4852474,2949,0.004511335399001837
1677203693.8647916,2999,0.004581043496727943
1677203714.2333436,3049,0.0033969786018133163
1677203733.3278444,3099,0.0037691709585487843
1677203753.0863717,3149,0.003362709889188409
1677203771.4781077,3199,0.004000834189355373
1677203791.4084992,3249,0.0039463588036596775
1677203811.1100643,3299,0.0033009785693138838
1677203831.4628713,3349,0.005164742469787598
1677203851.0369477,3399,0.004227960016578436
1677203870.6586704,3449,0.0029245291370898485
1677203888.9759529,3499,0.004715996328741312
1677203908.7657816,3549,0.005479233805090189
1677203930.4274964,3599,0.004953385796397924
1677203950.621467,3649,0.003657194785773754
1677203970.5208132,3699,0.005427769385278225
1677203990.8784242,3749,0.004365021362900734
1677204010.050871,3799,0.00458309892565012
1677204029.5482209,3849,0.0032663678284734488
1677204048.1434386,3899,0.004481593146920204
1677204067.8533814,3949,0.0044474415481090546
1677204121.1218603,3999,0.0038217115215957165
1677204139.6120758,4049,0.003455443773418665
1677204163.09222,4099,0.0034393223468214273
1677204181.4559205,4149,0.004097012337297201
1677204201.2900054,4199,0.003488306887447834
1677204220.8504434,4249,0.003552389331161976
1677204241.1673062,4299,0.002738414565101266
1677204260.8224392,4349,0.006228282582014799
1677204280.364517,4399,0.0031516654416918755
1677204298.8394191,4449,0.004612646996974945
1677204318.3762305,4499,0.003711043857038021
1677204337.704325,4549,0.003511052578687668
1677204358.0369346,4599,0.0031999354250729084
1677204379.7207088,4649,0.003236904041841626
1677204400.6504676,4699,0.003883218392729759
1677204419.6887774,4749,0.003619687631726265
1677204439.3458898,4799,0.0035999235697090626
1677204458.1376085,4849,0.002853666665032506
1677204478.1345263,4899,0.004393386654555798
1677204497.87361,4949,0.0024525299668312073
1677204550.1074016,4999,0.0026309869717806578
1677204568.630881,5049,0.0036949897184967995
1677204589.0004103,5099,0.0028333538211882114
1677204610.9007816,5149,0.003606969490647316
1677204631.3611538,5199,0.003464152105152607
1677204651.1362524,5249,0.003774142824113369
1677204671.452135,5299,0.0026846190448850393
1677204689.951428,5349,0.005929040256887674
1677204709.6294296,5399,0.0031884023919701576
1677204728.498087,5449,0.0030969842337071896
1677204749.0363288,5499,0.0025452706031501293
1677204768.7759316,5549,0.0033244816586375237
1677204789.4215298,5599,0.003250443609431386
1677204810.012584,5649,0.0030426376033574343
1677204831.9687064,5699,0.003525533713400364
1677204850.5773041,5749,0.0041590225882828236
1677204869.981704,5799,0.003128182142972946
1677204889.1193423,5849,0.002675750758498907
1677204909.641681,5899,0.0024218750186264515
1677204929.2962272,5949,0.002314925193786621
1677204980.4783645,5999,0.0029860306531190872
1677204999.8991008,6049,0.003013622248545289
1677205019.7425246,6099,0.0019178700167685747
1677205041.9047585,6149,0.0027814661152660847
1677205061.4486299,6199,0.0033673883881419897
1677205081.7499208,6249,0.0037718727253377438
1677205101.1565497,6299,0.0031309451442211866
1677205120.9349232,6349,0.004205295816063881
1677205139.5842223,6399,0.003533976851031184
1677205159.475598,6449,0.0021737548522651196
1677205178.0465117,6499,0.002499185735359788
1677205198.30242,6549,0.0038061654195189476
1677205218.1741805,6599,0.002395221032202244
1677205240.7205393,6649,0.003678656416013837
1677205260.4631994,6699,0.0025257691740989685
1677205280.8358777,6749,0.0020992346107959747
1677205299.4131863,6799,0.005559869110584259
1677205319.049084,6849,0.005783856846392155
1677205337.7458563,6899,0.0037377423141151667
1677205357.551023,6949,0.003374621272087097
1677205408.3927028,6999,0.0038289367221295834
1677205428.2085993,7049,0.00299080996774137
1677205449.907688,7099,0.002740264404565096
1677205469.2501547,7149,0.0030832458287477493
1677205488.2065783,7199,0.0024826740846037865
1677205508.3831682,7249,0.00422900915145874
1677205528.0855453,7299,0.002516515552997589
1677205548.140426,7349,0.0027555874548852444
1677205567.6913168,7399,0.0026278644800186157
1677205587.243797,7449,0.005940680857747793
1677205606.0359035,7499,0.003806349355727434
1677205625.641551,7549,0.0025519970804452896
1677205645.9110734,7599,0.0026868251152336597
1677205667.0196955,7649,0.002621569437906146
1677205687.176666,7699,0.0018201428465545177
1677205707.0433598,7749,0.002845908049494028
1677205727.4913967,7799,0.0020401119254529476
1677205746.9531486,7849,0.0022790702059865
1677205766.4890008,7899,0.0024707363918423653
1677205785.0757859,7949,0.0018066468182951212
1677205837.4334264,7999,0.0036066058091819286
1677205858.5929174,8049,0.002991911256685853
1677205879.7265837,8099,0.003854926209896803
1677205898.5982006,8149,0.0022954954765737057
1677205918.081334,8199,0.002696763025596738
1677205936.9428082,8249,0.002941473387181759
1677205956.3709228,8299,0.0031801608856767416
1677205975.8897707,8349,0.0017264371272176504
1677205996.0664966,8399,0.0018835471710190177
1677206015.5739696,8449,0.003506503999233246
1677206035.746706,8499,0.0032749497331678867
1677206054.8385992,8549,0.002472001127898693
1677206077.7664685,8599,0.0017768384423106909
1677206096.7035367,8649,0.0022159775253385305
1677206115.5908413,8699,0.0024230112321674824
1677206135.0337825,8749,0.0022358866408467293
1677206154.614649,8799,0.0023377209436148405
1677206175.1093504,8849,0.002699740696698427
1677206194.8804414,8899,0.003990743774920702
1677206214.9200606,8949,0.002918628975749016
1677206269.4197202,8999,0.0024924594908952713
1677206288.0368395,9049,0.00438089482486248
1677206308.232308,9099,0.0022683218121528625
1677206327.7034144,9149,0.003883194178342819
1677206347.9853263,9199,0.0019841655157506466
1677206367.4127424,9249,0.0026267548091709614
1677206386.8964038,9299,0.0020759161561727524
1677206405.407951,9349,0.0024236408062279224
1677206425.0182645,9399,0.0022799568250775337
1677206444.0927372,9449,0.0020413422025740147
1677206464.453795,9499,0.0034464672207832336
1677206486.1226616,9549,0.002544509479776025
1677206506.3750505,9599,0.0021123471669852734
1677206525.9214578,9649,0.0025915540754795074
1677206546.2666073,9699,0.003090699901804328
1677206564.9170697,9749,0.0020809494890272617
1677206584.4964013,9799,0.003229810856282711
1677206603.0565255,9849,0.002842489629983902
1677206623.2479365,9899,0.001980166882276535
1677206642.2111905,9949,0.0015838871477171779
1677206696.8990455,9999,0.0022098934277892113
1677206716.4115863,10049,0.0027417377568781376
1677206734.763626,10099,0.0023998997639864683
1677206755.240499,10149,0.0024516372941434383
1677206774.9281642,10199,0.002568731317296624
1677206795.447719,10249,0.0024494659155607224
1677206814.962309,10299,0.002285404596477747
1677206835.027255,10349,0.0020569637417793274
1677206853.9314275,10399,0.0021954886615276337
1677206876.6884518,10449,0.005788243375718594
1677206895.0679586,10499,0.002218942390754819
1677206914.7956932,10549,0.002842035610228777
1677206934.2031507,10599,0.0029449628200381994
1677206954.4344952,10649,0.002180861309170723
1677206973.8977177,10699,0.0022140280343592167
1677206994.1387212,10749,0.0017245678463950753
1677207012.9784372,10799,0.0019865783397108316
1677207032.4887605,10849,0.0018790047615766525
1677207051.0486028,10899,0.0021742903627455235
1677207106.135417,10949,0.003940170165151358
1677207125.8050463,10999,0.0021924860775470734
1677207146.2534502,11049,0.002329082228243351
1677207165.0518794,11099,0.0016917238244786859
1677207184.7355678,11149,0.0029756873846054077
1677207203.3672285,11199,0.005207657348364592
1677207223.0826228,11249,0.0018343421397730708
1677207242.8546271,11299,0.0023993649519979954
1677207263.1637201,11349,0.002254453720524907
1677207285.0732324,11399,0.0017843827372416854
1677207305.45557,11449,0.0022149900905787945
1677207324.6065419,11499,0.0022075572051107883
1677207344.0366538,11549,0.0016808414366096258
1677207362.6593153,11599,0.003814001800492406
1677207382.20215,11649,0.0012591556878760457
1677207401.575926,11699,0.0024407210294157267
1677207421.8012617,11749,0.001796322176232934
1677207441.3415282,11799,0.005672325845807791
1677207461.5448825,11849,0.0033622169867157936
1677207483.7687845,11899,0.0021728877909481525
1677207533.8498566,11949,0.0021543302573263645
1677207553.9873815,11999,0.0026066049467772245
1677207573.7226558,12049,0.003177305217832327
1677207593.9614549,12099,0.0025024886708706617
1677207613.565804,12149,0.0017278676386922598
1677207633.68879,12199,0.0029778117313981056
1677207652.3274112,12249,0.0016442727064713836
1677207675.417542,12299,0.002259444911032915
1677207694.1087413,12349,0.0024452137295156717
1677207713.8345394,12399,0.002972678281366825
1677207733.0397563,12449,0.0020326585508883
1677207753.4069333,12499,0.0015983721241354942
1677207772.9361207,12549,0.0019597106147557497
1677207793.1617644,12599,0.001915438799187541
1677207812.4680676,12649,0.00346368458122015
1677207831.8699605,12699,0.0025433460250496864
1677207852.4177368,12749,0.0016584449913352728
1677207872.5503092,12799,0.002500867936760187
1677207891.8412695,12849,0.0019030815456062555
1677207911.7380388,12899,0.0030049290508031845
1677207963.6204984,12949,0.004219215828925371
1677207983.115547,12999,0.0020015041809529066
1677208002.1233242,13049,0.001578137744218111
1677208021.9684305,13099,0.004360942170023918
1677208043.3329518,13149,0.0015910702059045434
1677208064.548453,13199,0.0031615274492651224
